"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","2021-09",4.609387,
"OECD","CPI","TOT","AGRWTH","M","2021-10",5.234883,
"OECD","CPI","TOT","AGRWTH","M","2021-11",5.841795,
"OECD","CPI","TOT","AGRWTH","M","2021-12",6.530996,
"OECD","CPI","TOT","AGRWTH","M","2022-01",7.162134,
"OECD","CPI","TOT","AGRWTH","M","2022-02",7.749211,
"OECD","CPI","TOT","AGRWTH","M","2022-03",8.738525,
"OECD","CPI","TOT","AGRWTH","M","2022-04",9.187913,
"OECD","CPI","TOT","AGRWTH","M","2022-05",9.689628,
"OECD","CPI","TOT","AGRWTH","M","2022-06",10.3272,
"OECD","CPI","TOT","AGRWTH","M","2022-07",10.29949,
"OECD","CPI","TOT","AGRWTH","M","2022-08",10.31143,
"OECD","CPI","TOT","AGRWTH","M","2022-09",10.56713,
"OECD","CPI","TOT","AGRWTH","M","2022-10",10.68812,
"OECD","CPI","TOT","AGRWTH","M","2022-11",10.29632,
"OECD","CPI","TOT","AGRWTH","M","2022-12",9.407537,
"OECD","CPI","TOT","AGRWTH","M","2023-01",9.167326,
"OECD","CPI","TOT","AGRWTH","M","2023-02",8.816083,
"OECD","CPI","TOT","AGRWTH","M","2023-03",7.733007,
"OECD","CPI","TOT","AGRWTH","M","2023-04",7.34339,
"OECD","CPI","TOT","AGRWTH","M","2023-05",6.482951,
"OECD","CPI","TOT","AGRWTH","M","2023-06",5.655544,
"OECD","CPI","TOT","AGRWTH","M","2023-07",5.859324,
"OECD","CPI","TOT","AGRWTH","M","2023-08",6.382728,
"OECD","CPI","TOT","AGRWTH","M","2023-09",6.232081,
